order_id,order_date,customer_id,quantity,price_per_unit,sales
628,2023-11-01,CUST628,4,50,200.0
629,2023-06-12,CUST629,2,25,50.0
630,2023-08-15,CUST630,2,50,100.0
631,2023-11-10,CUST631,3,30,90.0
632,2023-09-16,CUST632,4,25,100.0
633,2023-08-07,CUST633,4,30,120.0
634,2023-10-08,CUST634,4,500,2000.0
635,2023-08-17,CUST635,3,300,900.0
636,2023-03-23,CUST636,3,500,1500.0
637,2023-09-01,CUST637,2,300,600.0
638,2023-08-19,CUST638,1,500,500.0
639,2023-05-13,CUST639,4,50,200.0
640,2023-05-07,CUST640,4,30,120.0
641,2023-11-23,CUST641,1,300,300.0
642,2023-05-22,CUST642,4,25,100.0
643,2023-09-24,CUST643,3,30,90.0
644,2023-09-06,CUST644,3,25,75.0
645,2023-11-17,CUST645,4,30,120.0
646,2023-05-03,CUST646,3,30,90.0
647,2023-05-21,CUST647,3,500,1500.0
648,2023-08-14,CUST648,4,300,1200.0
649,2023-02-09,CUST649,2,300,600.0
650,2024-01-01,CUST650,1,30,30.0
651,2023-05-27,CUST651,3,50,150.0
652,2023-05-01,CUST652,2,50,100.0
653,2023-05-20,CUST653,3,25,75.0
654,2023-06-21,CUST654,3,25,75.0
655,2023-06-13,CUST655,1,500,500.0
656,2023-10-04,CUST656,3,30,90.0
657,2023-02-11,CUST657,1,25,25.0
658,2023-03-12,CUST658,1,25,25.0
659,2023-03-19,CUST659,1,30,30.0
660,2023-04-29,CUST660,2,500,1000.0
661,2023-07-16,CUST661,4,25,100.0
662,2023-12-22,CUST662,2,500,1000.0
663,2023-03-20,CUST663,4,300,1200.0
664,2023-12-28,CUST664,4,500,2000.0
665,2023-04-20,CUST665,1,50,50.0
666,2023-02-02,CUST666,3,50,150.0
667,2023-08-01,CUST667,1,500,500.0
668,2023-07-28,CUST668,3,50,150.0
669,2023-06-19,CUST669,4,300,1200.0
670,2023-10-05,CUST670,1,30,30.0
671,2023-08-27,CUST671,3,50,150.0
672,2023-08-01,CUST672,2,50,100.0
673,2023-02-01,CUST673,3,500,1500.0
674,2023-04-16,CUST674,1,300,300.0
675,2023-08-04,CUST675,2,30,60.0
676,2023-07-19,CUST676,3,500,1500.0
677,2023-10-27,CUST677,3,500,1500.0
678,2023-12-23,CUST678,3,300,900.0
679,2023-01-11,CUST679,3,30,90.0
680,2023-10-22,CUST680,3,300,900.0
681,2023-07-14,CUST681,2,30,60.0
682,2023-09-02,CUST682,4,300,1200.0
683,2023-01-04,CUST683,2,500,1000.0
684,2023-06-30,CUST684,2,500,1000.0
685,2023-06-02,CUST685,2,25,50.0
686,2023-07-19,CUST686,4,50,200.0
687,2023-08-03,CUST687,1,300,300.0
688,2023-10-03,CUST688,4,25,100.0
689,2023-10-07,CUST689,2,50,100.0
690,2023-11-05,CUST690,3,300,900.0
691,2023-04-23,CUST691,3,30,90.0
692,2023-09-07,CUST692,2,50,100.0
693,2023-04-23,CUST693,3,500,1500.0
694,2023-05-20,CUST694,2,25,50.0
695,2023-08-12,CUST695,3,50,150.0
696,2023-09-06,CUST696,4,50,200.0
697,2023-01-15,CUST697,1,500,500.0
698,2023-07-19,CUST698,1,300,300.0
699,2023-06-22,CUST699,4,30,120.0
700,2023-12-09,CUST700,4,500,2000.0
701,2023-12-14,CUST701,2,30,60.0
702,2023-07-27,CUST702,2,300,600.0
703,2023-03-26,CUST703,2,50,100.0
704,2023-08-28,CUST704,3,30,90.0
705,2023-03-07,CUST705,2,25,50.0
706,2023-11-15,CUST706,4,25,100.0
707,2023-10-01,CUST707,1,500,500.0
708,2023-01-14,CUST708,3,300,900.0
709,2023-07-21,CUST709,2,500,1000.0
710,2023-10-31,CUST710,3,500,1500.0
711,2023-10-16,CUST711,3,500,1500.0
712,2023-12-06,CUST712,2,25,50.0
713,2023-01-14,CUST713,3,25,75.0
714,2023-02-12,CUST714,1,500,500.0
715,2023-11-26,CUST715,4,25,100.0
716,2023-08-08,CUST716,4,300,1200.0
717,2023-03-11,CUST717,1,500,500.0
718,2023-08-25,CUST718,3,25,75.0
719,2023-04-04,CUST719,2,30,60.0
720,2023-01-26,CUST720,3,500,1500.0
721,2023-05-14,CUST721,1,500,500.0
722,2023-07-14,CUST722,3,300,900.0
723,2023-06-17,CUST723,4,50,200.0
724,2023-04-19,CUST724,3,50,150.0
725,2023-08-21,CUST725,1,300,300.0
726,2023-06-17,CUST726,4,300,1200.0
727,2023-06-22,CUST727,3,300,900.0
728,2023-07-14,CUST728,3,50,150.0
729,2023-05-23,CUST729,4,300,1200.0
730,2023-08-04,CUST730,2,25,50.0
731,2023-05-10,CUST731,4,500,2000.0
732,2023-02-11,CUST732,2,500,1000.0
733,2023-08-29,CUST733,1,30,30.0
734,2023-01-10,CUST734,1,30,30.0
735,2023-10-04,CUST735,4,500,2000.0
736,2023-01-27,CUST736,4,25,100.0
737,2023-06-29,CUST737,1,50,50.0
738,2023-04-25,CUST738,2,50,100.0
739,2023-11-29,CUST739,1,25,25.0
740,2023-02-05,CUST740,4,50,200.0
741,2023-11-30,CUST741,1,300,300.0
742,2023-01-21,CUST742,4,500,2000.0
743,2023-01-16,CUST743,4,500,2000.0
744,2023-05-07,CUST744,1,25,25.0
745,2023-04-13,CUST745,2,50,100.0
746,2023-01-11,CUST746,3,30,90.0
747,2023-11-15,CUST747,1,30,30.0
748,2023-03-20,CUST748,3,50,150.0
749,2023-05-03,CUST749,1,30,30.0
750,2023-03-06,CUST750,3,25,75.0
751,2023-08-31,CUST751,2,25,50.0
752,2023-12-09,CUST752,2,50,100.0
753,2023-02-28,CUST753,1,30,30.0
754,2023-10-16,CUST754,4,25,100.0
755,2023-04-22,CUST755,3,25,75.0
756,2023-08-27,CUST756,4,300,1200.0
757,2023-12-25,CUST757,4,300,1200.0
758,2023-05-12,CUST758,4,25,100.0
759,2023-07-08,CUST759,2,50,100.0
760,2023-03-27,CUST760,1,500,500.0
761,2023-11-07,CUST761,1,500,500.0
762,2023-11-07,CUST762,2,25,50.0
763,2023-02-28,CUST763,2,25,50.0
764,2023-03-25,CUST764,1,25,25.0
765,2023-06-09,CUST765,4,50,200.0
766,2023-02-25,CUST766,3,300,900.0
767,2023-10-24,CUST767,3,25,75.0
768,2023-01-14,CUST768,3,25,75.0
769,2023-06-09,CUST769,4,30,120.0
770,2023-10-22,CUST770,1,50,50.0
771,2023-12-13,CUST771,2,25,50.0
772,2023-07-12,CUST772,1,30,30.0
773,2023-07-23,CUST773,4,500,2000.0
774,2023-04-12,CUST774,2,25,50.0
775,2023-02-08,CUST775,4,25,100.0
776,2023-10-31,CUST776,3,30,90.0
777,2023-12-20,CUST777,3,50,150.0
778,2023-11-18,CUST778,4,25,100.0
779,2023-05-05,CUST779,2,500,1000.0
780,2023-02-22,CUST780,2,25,50.0
781,2023-12-23,CUST781,1,500,500.0
782,2023-06-04,CUST782,3,300,900.0
783,2023-12-17,CUST783,1,300,300.0
784,2023-11-04,CUST784,1,500,500.0
785,2023-03-03,CUST785,4,50,200.0
786,2023-10-17,CUST786,4,25,100.0
787,2023-01-22,CUST787,1,25,25.0
788,2023-06-27,CUST788,3,300,900.0
789,2023-09-30,CUST789,4,500,2000.0
790,2023-08-08,CUST790,1,25,25.0
791,2023-12-05,CUST791,1,25,25.0
792,2023-07-09,CUST792,1,50,50.0
793,2023-02-05,CUST793,1,30,30.0
794,2023-09-17,CUST794,1,300,300.0
795,2023-11-28,CUST795,1,300,300.0
796,2023-06-24,CUST796,4,30,120.0
797,2023-01-07,CUST797,3,25,75.0
798,2023-08-04,CUST798,1,50,50.0
799,2023-09-08,CUST799,2,50,100.0
800,2023-02-24,CUST800,4,300,1200.0
801,2023-08-10,CUST801,4,50,200.0
802,2023-07-05,CUST802,1,30,30.0
803,2023-11-22,CUST803,4,25,100.0
804,2023-08-24,CUST804,1,30,30.0
805,2023-12-29,CUST805,3,500,1500.0
806,2023-03-20,CUST806,3,300,900.0
807,2023-08-11,CUST807,4,50,200.0
808,2023-04-01,CUST808,4,500,2000.0
809,2023-09-25,CUST809,2,50,100.0
810,2023-11-30,CUST810,4,25,100.0
811,2023-05-19,CUST811,2,25,50.0
812,2023-11-12,CUST812,3,25,75.0
813,2023-10-03,CUST813,3,50,150.0
814,2023-09-05,CUST814,1,500,500.0
815,2023-08-27,CUST815,3,25,75.0
816,2023-08-12,CUST816,2,500,1000.0
817,2023-10-31,CUST817,4,50,200.0
818,2023-05-18,CUST818,1,500,500.0
819,2023-06-15,CUST819,2,50,100.0
820,2023-05-06,CUST820,4,50,200.0
821,2023-02-14,CUST821,1,300,300.0
822,2023-05-23,CUST822,3,50,150.0
823,2023-08-19,CUST823,2,50,100.0
824,2023-05-05,CUST824,4,30,120.0
825,2023-08-26,CUST825,1,25,25.0
826,2023-10-19,CUST826,1,300,300.0
827,2023-11-09,CUST827,3,300,900.0
828,2023-12-09,CUST828,4,300,1200.0
829,2023-07-14,CUST829,3,30,90.0
830,2023-06-22,CUST830,3,50,150.0
831,2023-01-15,CUST831,4,25,100.0
832,2023-09-11,CUST832,4,500,2000.0
833,2023-06-16,CUST833,4,50,200.0
834,2023-04-04,CUST834,2,30,60.0
835,2023-09-07,CUST835,4,50,200.0
836,2023-04-19,CUST836,1,50,50.0
837,2023-07-01,CUST837,3,30,90.0
838,2023-05-13,CUST838,2,300,600.0
839,2023-06-24,CUST839,4,300,1200.0
840,2023-05-24,CUST840,2,25,50.0
841,2023-11-02,CUST841,4,25,100.0
842,2023-12-26,CUST842,2,300,600.0
843,2023-05-22,CUST843,3,500,1500.0
844,2023-10-12,CUST844,3,50,150.0
845,2023-01-06,CUST845,1,500,500.0
846,2023-09-22,CUST846,1,50,50.0
847,2023-04-08,CUST847,4,300,1200.0
848,2023-02-13,CUST848,3,25,75.0
849,2023-05-04,CUST849,2,25,50.0
850,2023-07-28,CUST850,2,500,1000.0
851,2023-09-08,CUST851,2,25,50.0
852,2023-10-12,CUST852,1,300,300.0
853,2023-05-04,CUST853,2,500,1000.0
854,2023-12-20,CUST854,1,50,50.0
855,2023-09-01,CUST855,1,25,25.0
856,2023-11-27,CUST856,4,30,120.0
857,2023-12-31,CUST857,2,25,50.0
858,2023-09-09,CUST858,2,50,100.0
859,2023-08-18,CUST859,3,500,1500.0
860,2023-01-09,CUST860,4,50,200.0
861,2023-02-17,CUST861,3,30,90.0
862,2023-05-31,CUST862,4,300,1200.0
863,2023-04-24,CUST863,2,25,50.0
864,2023-07-27,CUST864,1,500,500.0
865,2023-12-21,CUST865,1,300,300.0
866,2023-05-05,CUST866,1,50,50.0
867,2023-06-06,CUST867,1,500,500.0
868,2023-12-06,CUST868,1,300,300.0
869,2023-10-25,CUST869,3,500,1500.0
870,2023-07-08,CUST870,4,30,120.0
871,2023-08-31,CUST871,2,30,60.0
872,2023-10-11,CUST872,3,25,75.0
873,2023-09-29,CUST873,4,25,100.0
874,2023-06-26,CUST874,1,30,30.0
875,2023-08-06,CUST875,4,500,2000.0
876,2023-10-09,CUST876,4,30,120.0
877,2023-06-19,CUST877,1,25,25.0
878,2023-06-30,CUST878,1,30,30.0
879,2023-12-26,CUST879,1,30,30.0
880,2023-08-21,CUST880,2,500,1000.0
881,2023-05-19,CUST881,1,300,300.0
882,2023-06-06,CUST882,2,25,50.0
883,2023-05-09,CUST883,1,500,500.0
884,2023-04-29,CUST884,2,30,60.0
885,2023-03-03,CUST885,4,30,120.0
886,2023-04-09,CUST886,3,300,900.0
887,2023-06-11,CUST887,4,25,100.0
888,2023-03-03,CUST888,4,25,100.0
889,2023-10-02,CUST889,1,50,50.0
890,2023-12-20,CUST890,2,25,50.0
891,2023-04-05,CUST891,3,300,900.0
892,2023-04-09,CUST892,1,50,50.0
893,2023-04-21,CUST893,1,50,50.0
894,2023-09-05,CUST894,1,30,30.0
895,2023-05-22,CUST895,4,30,120.0
896,2023-10-29,CUST896,2,25,50.0
897,2023-09-26,CUST897,2,50,100.0
898,2023-11-02,CUST898,3,30,90.0
899,2023-05-25,CUST899,2,300,600.0
900,2023-02-21,CUST900,2,30,60.0
901,2023-04-10,CUST901,1,30,30.0
902,2023-06-01,CUST902,1,50,50.0
903,2023-04-27,CUST903,4,50,200.0
904,2023-07-04,CUST904,1,500,500.0
905,2023-04-02,CUST905,1,300,300.0
906,2023-06-04,CUST906,1,50,50.0
907,2023-01-08,CUST907,1,25,25.0
908,2023-12-29,CUST908,4,300,1200.0
909,2023-10-01,CUST909,1,300,300.0
910,2023-03-06,CUST910,3,50,150.0
911,2023-05-21,CUST911,3,300,900.0
912,2023-01-24,CUST912,3,50,150.0
913,2023-01-28,CUST913,3,30,90.0
914,2023-10-11,CUST914,1,500,500.0
915,2023-05-30,CUST915,3,30,90.0
916,2023-12-24,CUST916,1,50,50.0
917,2023-03-06,CUST917,4,50,200.0
918,2023-11-23,CUST918,3,30,90.0
919,2023-09-09,CUST919,2,25,50.0
920,2023-02-22,CUST920,3,25,75.0
921,2023-01-07,CUST921,3,25,75.0
922,2023-10-21,CUST922,1,50,50.0
923,2023-05-26,CUST923,3,300,900.0
924,2023-08-29,CUST924,2,50,100.0
925,2023-09-03,CUST925,1,300,300.0
926,2023-08-14,CUST926,1,30,30.0
927,2023-06-24,CUST927,4,500,2000.0
928,2023-04-05,CUST928,4,300,1200.0
929,2023-01-27,CUST929,3,25,75.0
930,2023-05-10,CUST930,4,50,200.0
931,2023-09-02,CUST931,4,30,120.0
932,2023-02-28,CUST932,4,25,100.0
933,2023-02-03,CUST933,1,30,30.0
934,2023-07-25,CUST934,1,500,500.0
935,2023-09-09,CUST935,1,50,50.0
936,2023-02-07,CUST936,4,50,200.0
937,2023-10-23,CUST937,1,500,500.0
938,2023-11-19,CUST938,4,50,200.0
939,2023-12-18,CUST939,1,300,300.0
940,2023-01-28,CUST940,1,30,30.0
941,2023-03-19,CUST941,2,25,50.0
942,2023-03-18,CUST942,3,500,1500.0
943,2023-10-16,CUST943,4,300,1200.0
944,2023-06-05,CUST944,2,25,50.0
945,2023-02-13,CUST945,1,25,25.0
946,2023-05-08,CUST946,4,500,2000.0
947,2023-03-02,CUST947,1,300,300.0
948,2023-10-13,CUST948,3,25,75.0
949,2023-08-02,CUST949,2,25,50.0
950,2023-11-07,CUST950,3,300,900.0
951,2023-11-02,CUST951,2,50,100.0
952,2023-11-13,CUST952,1,25,25.0
953,2023-04-26,CUST953,3,30,90.0
954,2023-09-25,CUST954,3,300,900.0
955,2023-07-14,CUST955,1,25,25.0
956,2023-08-19,CUST956,3,500,1500.0
957,2023-08-15,CUST957,4,30,120.0
958,2023-06-02,CUST958,2,25,50.0
959,2023-10-29,CUST959,2,30,60.0
960,2023-08-08,CUST960,2,30,60.0
961,2023-06-06,CUST961,4,50,200.0
962,2023-10-19,CUST962,2,30,60.0
963,2023-11-14,CUST963,1,50,50.0
964,2023-01-31,CUST964,3,300,900.0
965,2023-11-09,CUST965,4,50,200.0
966,2023-02-20,CUST966,2,500,1000.0
967,2023-04-17,CUST967,1,25,25.0
968,2023-11-17,CUST968,3,300,900.0
969,2023-04-19,CUST969,3,300,900.0
970,2023-05-16,CUST970,4,500,2000.0
971,2023-12-05,CUST971,4,50,200.0
972,2023-02-11,CUST972,4,25,100.0
973,2023-03-22,CUST973,1,50,50.0
974,2023-05-03,CUST974,1,30,30.0
975,2023-03-30,CUST975,4,50,200.0
976,2023-10-10,CUST976,2,300,600.0
977,2023-02-08,CUST977,3,25,75.0
978,2023-03-22,CUST978,3,50,150.0
979,2023-01-02,CUST979,1,25,25.0
980,2023-07-29,CUST980,3,25,75.0
981,2023-08-19,CUST981,2,30,60.0
982,2023-12-19,CUST982,3,30,90.0
983,2023-11-01,CUST983,1,300,300.0
984,2023-08-29,CUST984,1,500,500.0
985,2023-05-30,CUST985,2,25,50.0
986,2023-01-17,CUST986,2,500,1000.0
987,2023-04-29,CUST987,3,300,900.0
988,2023-05-28,CUST988,3,25,75.0
989,2023-12-28,CUST989,1,25,25.0
990,2023-05-25,CUST990,2,500,1000.0
991,2023-12-26,CUST991,2,50,100.0
992,2023-08-21,CUST992,2,30,60.0
993,2023-02-06,CUST993,3,50,150.0
994,2023-12-18,CUST994,2,500,1000.0
995,2023-04-30,CUST995,1,30,30.0
996,2023-05-16,CUST996,1,50,50.0
997,2023-11-17,CUST997,3,30,90.0
998,2023-10-29,CUST998,4,25,100.0
999,2023-12-05,CUST999,3,50,150.0
1000,2023-04-12,CUST1000,4,30,120.0
